filepath,file_size,num_sections,export_count,avg_entropy
C:\Windows\System32\cscdll.dll,57344,8,18,1.593972286
C:\Windows\System32\CspCellularSettings.dll,81920,8,3,1.978790838
C:\Windows\System32\csplte.dll,147456,8,3,2.35818587
C:\Windows\System32\CspProxy.dll,86016,8,2,2.116356201
C:\Windows\System32\csrsrv.dll,86016,7,33,2.434494141
C:\Windows\System32\CSystemEventsBrokerClient.dll,49152,7,6,1.653500936
C:\Windows\System32\cxcredprov.dll,200704,8,2,2.694255648
C:\Windows\System32\CXHProvisioningServer.dll,331776,8,3,2.820612438
C:\Windows\System32\C_G18030.DLL,249856,7,1,2.081898674
C:\Windows\System32\c_GSM7.DLL,36864,7,1,2.00521888
C:\Windows\System32\C_IS2022.DLL,45056,7,1,1.439488219
C:\Windows\System32\C_ISCII.DLL,32768,6,1,2.048515491
C:\Windows\System32\d2d1.dll,6587888,8,13,4.097449761
C:\Windows\System32\d3d10.dll,1253376,7,29,3.222068981
C:\Windows\System32\d3d10core.dll,57344,7,40,2.079332818
C:\Windows\System32\d3d10level9.dll,418824,8,113,2.997440786
C:\Windows\System32\d3d10warp.dll,5922640,8,11,3.673489616
C:\Windows\System32\d3d10_1.dll,208896,7,29,2.960271113
C:\Windows\System32\d3d10_1core.dll,57344,7,40,2.100591911
C:\Windows\System32\d3d11.dll,2534424,9,51,4.124809716
C:\Windows\System32\d3d11on12.dll,695640,8,1,3.156875347
C:\Windows\System32\D3D12.dll,146112,7,19,2.584875112
C:\Windows\System32\D3D12Core.dll,2567440,10,2,3.751344372
C:\Windows\System32\d3d8thk.dll,36864,7,56,1.58141521
C:\Windows\System32\d3d9.dll,1753456,8,23,3.701713531
C:\Windows\System32\d3d9on12.dll,782336,8,4,2.945390183
C:\Windows\System32\D3DCompiler_47.dll,4669440,7,29,3.783439962
C:\Windows\System32\D3DSCache.dll,195712,8,11,2.650968839
C:\Windows\System32\d4d78066-e6db-44b7-b5cd-2eb82dce620c_HyperV-ComputeLegacy.dll,26032,4,0,0.745959574
C:\Windows\System32\dab.dll,143360,8,5,2.306681781
C:\Windows\System32\dabapi.dll,32768,6,4,1.585691005
C:\Windows\System32\dafAspInfraProvider.dll,208896,8,2,2.488273333
C:\Windows\System32\dafBth.dll,417792,9,2,3.405719529
C:\Windows\System32\DafDnsSd.dll,137824,9,2,2.108446455
C:\Windows\System32\dafDockingProvider.dll,180224,7,2,2.587505345
C:\Windows\System32\DAFESCL.dll,262144,7,2,3.244764006
C:\Windows\System32\DafGip.dll,126976,7,2,2.730737805
C:\Windows\System32\DAFIPP.dll,425984,8,2,2.983408012
C:\Windows\System32\DAFMCP.dll,368640,8,2,2.927811161
C:\Windows\System32\dafpos.dll,286720,8,2,2.618895331
C:\Windows\System32\DafPrintProvider.dll,163840,8,2,2.467081757
C:\Windows\System32\dafupnp.dll,225280,8,2,2.429412911
C:\Windows\System32\dafWCN.dll,172032,7,2,2.832520341
C:\Windows\System32\dafWfdProvider.dll,364544,8,2,2.751188165
C:\Windows\System32\DAFWiProv.dll,163840,8,2,2.350464116
C:\Windows\System32\DAFWSD.dll,348160,8,2,2.648098971
C:\Windows\System32\DAMediaManager.dll,147456,8,3,2.211978715
C:\Windows\System32\DaOtpCredentialProvider.dll,323584,8,2,2.755826801
C:\Windows\System32\das.dll,729088,8,2,3.492785126
C:\Windows\System32\dataclen.dll,98304,8,24,2.299362352
C:\Windows\System32\DataExchange.dll,364544,8,3,3.182270244
C:\Windows\System32\davclnt.dll,131072,8,24,2.123068254
C:\Windows\System32\davhlpr.dll,61440,8,13,1.694575702
C:\Windows\System32\DavSyncProvider.dll,417792,8,7,3.164922454
C:\Windows\System32\daxexec.dll,1130496,12,62,2.987321639
C:\Windows\System32\dbgcore.dll,233472,8,2,2.677003629
C:\Windows\System32\dbgeng.dll,7225344,9,17,3.415414625
C:\Windows\System32\dbghelp.dll,2258336,9,268,3.271503961
C:\Windows\System32\DbgModel.dll,1142784,8,1,3.5935388
C:\Windows\System32\dbnetlib.dll,147456,8,31,2.61503547
C:\Windows\System32\dbnmpntw.dll,49152,7,16,1.690676791
C:\Windows\System32\dciman32.dll,40960,7,20,1.452048326
C:\Windows\System32\dcntel.dll,1275336,8,7,3.196569731
C:\Windows\System32\dcomp.dll,2257560,8,42,3.955995324
C:\Windows\System32\dcsvc.dll,1187840,8,3,3.182980565
C:\Windows\System32\DDACLSys.dll,54592,7,2,1.65521095
C:\Windows\System32\DdcClaimsApi.dll,53248,7,2,1.665675193
C:\Windows\System32\DdcComImplementationsDesktop.dll,102400,8,4,2.022205343
C:\Windows\System32\DDDS.dll,503808,8,2,3.175929311
C:\Windows\System32\ddisplay.dll,393216,8,6,2.940814152
C:\Windows\System32\DDOIProxy.dll,49152,6,2,1.45403779
C:\Windows\System32\DDORes.dll,71600,7,2,1.914648722
C:\Windows\System32\ddraw.dll,630784,8,22,2.616180301
C:\Windows\System32\ddrawex.dll,73728,8,4,2.042398643
C:\Windows\System32\declaredconfiguration.dll,40960,7,12,1.65126414
C:\Windows\System32\DefaultDeviceManager.dll,42696,7,2,1.60884728
C:\Windows\System32\DefaultPrinterProvider.dll,53248,7,2,1.860942487
C:\Windows\System32\defragproxy.dll,40960,7,5,1.540394949
C:\Windows\System32\defragres.dll,12288,2,0,1.353644717
C:\Windows\System32\defragsvc.dll,561152,8,5,3.168826493
C:\Windows\System32\delegatorprovider.dll,57344,7,3,1.894855252
C:\Windows\System32\deploymentcsps.dll,98304,7,2,2.501559239
C:\Windows\System32\deskadp.dll,77824,7,2,2.003056939
C:\Windows\System32\deskmon.dll,69632,7,2,2.114189942
C:\Windows\System32\DesktopShellAppStateContract.dll,73728,7,3,2.119333263
C:\Windows\System32\DesktopShellExt.dll,483328,8,3,3.207189961
C:\Windows\System32\DesktopSwitcherDataModel.dll,360448,8,3,3.06923758
C:\Windows\System32\DevDispItemProvider.dll,150128,8,1,2.028743983
C:\Windows\System32\DeveloperOptionsSettingsHandlers.dll,450560,8,2,3.118801962
C:\Windows\System32\devenum.dll,145992,8,4,2.607579235
C:\Windows\System32\deviceaccess.dll,286576,8,9,3.215970726
C:\Windows\System32\deviceassociation.dll,129576,8,33,2.333353899
C:\Windows\System32\DeviceCenter.dll,299008,7,2,3.233151652
C:\Windows\System32\DeviceCompanionAppInstall.dll,110592,8,2,2.279935163
C:\Windows\System32\DeviceCredential.dll,98304,7,31,2.379079783
C:\Windows\System32\DeviceDirectoryClient.dll,327680,8,4,2.467468767
C:\Windows\System32\DeviceDisplayStatusManager.dll,61440,7,2,1.93515113
C:\Windows\System32\DeviceDriverRetrievalClient.dll,151552,8,2,2.112381953
C:\Windows\System32\DeviceElementSource.dll,180224,7,4,3.682852323
C:\Windows\System32\DeviceFlows.DataModel.dll,2430464,8,2,3.794150723
C:\Windows\System32\DeviceMetadataRetrievalClient.dll,208896,8,2,2.553981517
C:\Windows\System32\devicengccredprov.dll,278528,8,2,2.829284878
C:\Windows\System32\DevicePairing.dll,339968,7,2,4.110810398
C:\Windows\System32\DevicePairingExperienceMEM.dll,159744,7,3,2.671790331
C:\Windows\System32\DevicePairingFolder.dll,122880,7,2,2.83314693
C:\Windows\System32\DevicePairingProxy.dll,49152,7,4,1.949424106
C:\Windows\System32\DeviceReactivation.dll,120224,8,3,2.329320428
C:\Windows\System32\deviceregistration.dll,188416,7,6,2.962749036
C:\Windows\System32\DeviceSetupManager.dll,425984,8,1,3.052323254
C:\Windows\System32\DeviceSetupManagerAPI.dll,77824,7,2,2.295476726
C:\Windows\System32\DeviceSetupStatusProvider.dll,65536,7,2,2.289768616
C:\Windows\System32\DevicesFlowBroker.dll,708608,8,4,3.353135821
C:\Windows\System32\DeviceSoftwareInstallationClient.dll,221184,8,3,2.588519777
C:\Windows\System32\DeviceUpdateAgent.dll,221184,8,1,2.430853869
C:\Windows\System32\DeviceUxRes.dll,36864,6,0,0.975854363
C:\Windows\System32\devinv.dll,898464,8,9,3.208521978
C:\Windows\System32\devmgr.dll,925696,8,27,3.514518872
C:\Windows\System32\devobj.dll,195560,8,52,2.293136068
C:\Windows\System32\DevPropMgr.dll,245760,8,2,2.74234805
C:\Windows\System32\DevQueryBroker.dll,90112,7,1,2.30034566
C:\Windows\System32\devrtl.dll,90112,7,29,2.21704678
C:\Windows\System32\dfdts.dll,77824,7,4,2.309069747
C:\Windows\System32\dfscli.dll,94208,8,29,1.903326618
C:\Windows\System32\dfshim.dll,1613824,7,20,4.461641936
C:\Windows\System32\DfsShlEx.dll,102400,7,4,2.861666213
C:\Windows\System32\dhcpcmonitor.dll,66984,9,1,1.412057307
C:\Windows\System32\dhcpcore.dll,452000,9,4,3.318793037
C:\Windows\System32\dhcpcore6.dll,325024,9,1,3.109362535
C:\Windows\System32\dhcpcsvc.dll,161184,9,71,2.74385067
C:\Windows\System32\dhcpcsvc6.dll,136632,9,24,2.233815136
C:\Windows\System32\dhcpsapi.dll,245760,8,209,2.753922206
C:\Windows\System32\DiagCpl.dll,1097728,8,4,3.41368962
C:\Windows\System32\diagnosticdataquery.dll,98304,7,37,2.526240967
C:\Windows\System32\DiagnosticDataSettings.dll,71752,8,15,1.5916167
C:\Windows\System32\DiagnosticInvoker.dll,131072,7,3,3.083867154
C:\Windows\System32\DiagnosticLogCSP.dll,335872,8,2,2.95543247
C:\Windows\System32\diagperf.dll,1167360,8,7,3.657606867
C:\Windows\System32\DiagSvc.dll,229376,8,2,2.871746784
C:\Windows\System32\diagtrack.dll,4849664,8,4,4.393569654
C:\Windows\System32\dialclient.dll,249856,8,3,2.72609189
C:\Windows\System32\dialserver.dll,233472,8,2,2.687342835
C:\Windows\System32\DictationManager.dll,446464,8,2,3.255959568
C:\Windows\System32\difxapi.dll,303104,7,12,2.614670598
C:\Windows\System32\dimsjob.dll,143360,8,4,2.177973813
C:\Windows\System32\dimsroam.dll,102400,8,1,2.162624902
C:\Windows\System32\dinput.dll,204800,8,7,3.071295665
C:\Windows\System32\dinput8.dll,266240,8,6,3.25605012
C:\Windows\System32\Direct2DDesktop.dll,49152,7,1,1.773707521
C:\Windows\System32\directmanipulation.dll,675024,8,4,3.201893675
C:\Windows\System32\directml.dll,6674864,7,2,4.100223718
C:\Windows\System32\directsr.dll,150256,6,1,3.019241541
C:\Windows\System32\directxdatabasehelper.dll,389888,8,16,2.655667765
C:\Windows\System32\discan.dll,356352,8,4,2.950499957
C:\Windows\System32\DismApi.dll,1201592,8,122,3.693043896
C:\Windows\System32\DispBroker.Desktop.dll,991232,8,6,3.541963723
C:\Windows\System32\DispBroker.dll,589824,8,6,3.281533861
C:\Windows\System32\dispex.dll,53248,7,5,1.619083818
C:\Windows\System32\Display.dll,184320,8,4,2.727851765
C:\Windows\System32\DisplayManager.dll,163840,8,4,2.641497749
C:\Windows\System32\dlnashext.dll,364544,8,2,3.155907566
C:\Windows\System32\DMAlertListener.ProxyStub.dll,28672,6,4,0.978154987
C:\Windows\System32\DmApiSetExtImplDesktop.dll,94208,8,42,1.97867361
C:\Windows\System32\DMAppsRes.dll,12288,2,0,0.817813839
C:\Windows\System32\dmcfgutils.dll,135168,8,19,2.307994444
C:\Windows\System32\dmcmnutils.dll,848552,8,133,3.512841977
C:\Windows\System32\dmcommandlineutils.dll,36864,7,3,1.67616482
C:\Windows\System32\dmcsps.dll,225280,8,2,2.820042278
C:\Windows\System32\dmdlgs.dll,376832,7,11,4.277927436
C:\Windows\System32\dmdskmgr.dll,290816,8,233,3.196572353
C:\Windows\System32\dmdskres.dll,12288,2,0,0.851678749
C:\Windows\System32\dmdskres2.dll,12288,2,0,0.843853423
C:\Windows\System32\dmenrollengine.dll,1032192,8,64,3.590913514
C:\Windows\System32\dmenterprisediagnostics.dll,389120,8,8,3.236503731
C:\Windows\System32\dmintf.dll,73728,7,3,1.992309334
C:\Windows\System32\dmiso8601utils.dll,40960,7,4,1.446523286
C:\Windows\System32\dmloader.dll,106496,7,4,2.424824808
C:\Windows\System32\dmocx.dll,73728,7,4,2.371326993
C:\Windows\System32\dmoleaututils.dll,49152,7,16,1.964881472
C:\Windows\System32\DmOsConfig.dll,1306624,8,17,3.132336911
C:\Windows\System32\dmprocessxmlfiltered.dll,69632,8,3,1.752228612
C:\Windows\System32\dmpushproxy.dll,53248,7,8,1.70837168
C:\Windows\System32\DMPushRouterCore.dll,376832,8,11,2.739715073
C:\Windows\System32\DMRCDecoder.dll,3539928,6,22,5.532236873
C:\Windows\System32\DMRServer.dll,592352,8,3,3.450262009
C:\Windows\System32\dmsynth.dll,147456,7,4,2.703654006
C:\Windows\System32\dmusic.dll,204800,8,4,2.518328843
C:\Windows\System32\dmutil.dll,53248,8,30,1.594165248
C:\Windows\System32\dmvdsitf.dll,184320,7,11,2.874257505
C:\Windows\System32\dmwappushsvc.dll,143360,7,2,2.546822665
C:\Windows\System32\dmwmicsp.dll,172032,7,3,2.666041491
C:\Windows\System32\dmxmlhelputils.dll,172032,8,11,2.5409933
C:\Windows\System32\dnsapi.dll,1212144,9,352,3.696041625
C:\Windows\System32\dnscmmc.dll,169376,7,4,2.290364307
C:\Windows\System32\dnsext.dll,32768,7,0,1.250985242
C:\Windows\System32\dnsrslvr.dll,687400,9,4,3.392118527
C:\Windows\System32\Docking.VirtualInput.dll,180224,8,4,2.3553226
C:\Windows\System32\DockInterface.ProxyStub.dll,36864,7,2,1.333561594
C:\Windows\System32\doclient.dll,1701304,7,1,5.059905911
C:\Windows\System32\docprop.dll,65536,7,2,2.125334151
C:\Windows\System32\DocumentPerformanceEvents.dll,86016,2,0,2.125126626
C:\Windows\System32\DolbyDecMFT_redirect.dll,67592,7,2,1.826919576
C:\Windows\System32\domgmt.dll,122880,8,3,2.637944186
C:\Windows\System32\domiprov.dll,601032,7,7,4.663837523
C:\Windows\System32\dosettings.dll,421888,8,1,3.310579473
C:\Windows\System32\dosvc.dll,98304,8,1,2.642144189
C:\Windows\System32\dot3api.dll,180224,8,26,2.435069012
C:\Windows\System32\dot3cfg.dll,94208,8,2,1.85068162
C:\Windows\System32\dot3gpclnt.dll,122880,8,5,2.433024373
C:\Windows\System32\dot3gpui.dll,339968,8,4,3.432363903
C:\Windows\System32\dot3msm.dll,126976,8,21,2.107073829
C:\Windows\System32\dot3svc.dll,405504,8,4,3.109214331
C:\Windows\System32\dot3ui.dll,352256,8,1,3.302334907
C:\Windows\System32\dpapi.dll,40960,7,7,1.423633418
C:\Windows\System32\dpapiprovider.dll,110592,7,4,2.62022291
C:\Windows\System32\dpapisrv.dll,331776,8,2,2.76361297
C:\Windows\System32\dplcsp.dll,139264,7,2,2.516978801
C:\Windows\System32\dpnaddr.dll,36864,7,1,1.346319721
C:\Windows\System32\dpnathlp.dll,36864,7,1,1.346319721
C:\Windows\System32\dpnet.dll,36864,7,1,1.346319721
C:\Windows\System32\dpnhpast.dll,36864,7,1,1.346319721
C:\Windows\System32\dpnhupnp.dll,36864,7,1,1.346319721
C:\Windows\System32\dpnlobby.dll,36864,7,1,1.346319721
C:\Windows\System32\dps.dll,188416,8,1,2.459823968
C:\Windows\System32\dpx.dll,1078704,8,19,3.115350523
C:\Windows\System32\DragDropExperienceDataExchangeDelegated.dll,73728,7,3,2.215497957
C:\Windows\System32\drprov.dll,53248,8,12,1.556900251
C:\Windows\System32\drvsetup.dll,262144,8,7,2.245346837
C:\Windows\System32\drvstore.dll,1575784,8,62,3.089133482
C:\Windows\System32\dsauth.dll,73728,8,24,1.693220069
C:\Windows\System32\DscCore.dll,507904,7,16,3.334556478
C:\Windows\System32\DscCoreConfProv.dll,196608,7,10,2.962061798
C:\Windows\System32\dsclient.dll,75856,7,9,1.970409839
C:\Windows\System32\dscproxy.dll,45056,7,7,1.6091432
C:\Windows\System32\DscTimer.dll,49152,7,7,1.840100138
C:\Windows\System32\dsdmo.dll,180224,7,4,2.925468828
C:\Windows\System32\dskquota.dll,147456,7,3,2.950162503
C:\Windows\System32\dskquoui.dll,245760,7,2,3.198606067
C:\Windows\System32\dsound.dll,598016,9,12,2.938790711
C:\Windows\System32\dsparse.dll,53248,7,20,1.833687922
C:\Windows\System32\dsprop.dll,208896,7,23,3.145609837
C:\Windows\System32\dsquery.dll,212992,8,18,2.792029265
C:\Windows\System32\dsreg.dll,1455968,8,53,3.835838599
C:\Windows\System32\dsregtask.dll,77824,7,4,2.052340339
C:\Windows\System32\dsrole.dll,55184,8,2,1.502582069
C:\Windows\System32\dssec.dll,86016,7,6,2.029303988
C:\Windows\System32\dssenh.dll,187408,8,27,2.474233762
C:\Windows\System32\dssvc.dll,200704,8,5,2.383570977
C:\Windows\System32\Dsui.dll,176128,7,4,3.328649232
C:\Windows\System32\dsuiext.dll,110592,8,38,2.168791606
C:\Windows\System32\dswave.dll,81920,7,4,2.197963018
C:\Windows\System32\dtsh.dll,114688,7,2,2.838315388
C:\Windows\System32\DuCsps.dll,139264,7,2,2.464444234
C:\Windows\System32\dui70.dll,1708032,8,4321,4.002729801
C:\Windows\System32\duser.dll,622592,8,150,3.642851428
C:\Windows\System32\dusmapi.dll,77824,7,27,2.219299669
C:\Windows\System32\dusmsvc.dll,479232,8,2,3.349347304
C:\Windows\System32\dwmapi.dll,216328,8,108,2.67888614
C:\Windows\System32\dwmcore.dll,4440064,8,7,3.347074892
C:\Windows\System32\dwmghost.dll,98304,8,4,1.961063611
C:\Windows\System32\dwminit.dll,120264,8,7,2.07264796
C:\Windows\System32\dwmredir.dll,258048,8,4,2.741921582
C:\Windows\System32\dwmscene.dll,1921024,7,1,3.892256395
C:\Windows\System32\DWrite.dll,2494464,8,1,4.306471121
C:\Windows\System32\DXCore.dll,290720,8,238,2.704567649
C:\Windows\System32\dxdiagn.dll,503808,8,4,2.678523969
C:\Windows\System32\dxgi.dll,1241088,10,20,3.359061309
C:\Windows\System32\dxgwdi.dll,69632,8,3,1.693454865
C:\Windows\System32\dxilconv.dll,1500704,7,2,4.870985194
C:\Windows\System32\dxmasf.dll,28672,6,4,0.839105173
C:\Windows\System32\DXP.dll,503808,8,4,3.732092778
C:\Windows\System32\dxpps.dll,61440,7,4,1.710121943
C:\Windows\System32\DxpTaskSync.dll,315392,7,4,3.534200586
C:\Windows\System32\dxtmsft.dll,475136,7,5,3.930877897
C:\Windows\System32\dxtrans.dll,299008,7,11,3.698174784
C:\Windows\System32\dxva2.dll,191536,8,39,2.320269399
C:\Windows\System32\dynamoapi.dll,102400,7,1,2.392695738
C:\Windows\System32\EAMProgressHandler.dll,77824,8,3,1.822339524
C:\Windows\System32\eapp3hst.dll,331776,8,4,3.330694601
C:\Windows\System32\eappcfg.dll,327680,8,15,2.678043258
C:\Windows\System32\eappcfgui.dll,323584,8,4,3.511870721
C:\Windows\System32\eappgnui.dll,126976,8,3,3.021303608
C:\Windows\System32\eapphost.dll,360448,8,8,3.100918381
C:\Windows\System32\eappprxy.dll,106496,8,18,2.134063903
C:\Windows\System32\eapprovp.dll,118784,8,7,1.967913798
C:\Windows\System32\eapputil.dll,282624,8,9,2.91610223
C:\Windows\System32\eapsimextdesktop.dll,143360,8,5,3.222028821
C:\Windows\System32\eapsvc.dll,122880,8,1,2.427151613
C:\Windows\System32\EapTeapAuth.dll,221184,7,3,3.222449874
C:\Windows\System32\EapTeapConfig.dll,188416,8,10,2.498783402
C:\Windows\System32\EapTeapExt.dll,139264,7,2,2.406939668
C:\Windows\System32\easconsent.dll,45056,7,2,1.865584356
C:\Windows\System32\easinvoker.proxystub.dll,49152,7,5,1.657772556
C:\Windows\System32\EasPolicyManagerBrokerPS.dll,36864,7,3,1.354202355
C:\Windows\System32\easwrt.dll,200704,8,9,2.810563857
C:\Windows\System32\EcoScoreTask.dll,90112,7,4,2.213888498
C:\Windows\System32\edgeangle.dll,1835008,8,161,3.127517333
C:\Windows\System32\EdgeContent.dll,3403776,9,14,3.904011314
C:\Windows\System32\edgehtml.dll,26038272,8,42,3.912764104
C:\Windows\System32\edgeIso.dll,438272,8,232,3.085165742
C:\Windows\System32\EdgeManager.dll,839680,8,21,3.1962916
C:\Windows\System32\EdgeResetPlugin.dll,91456,7,2,1.905565363
C:\Windows\System32\EditBufferTestHook.dll,135168,7,4,2.558885562
C:\Windows\System32\EditionUpgradeHelper.dll,224504,7,3,2.92992791
C:\Windows\System32\EditionUpgradeManagerObj.dll,294840,8,4,2.930119777
C:\Windows\System32\edpauditapi.dll,163840,8,13,2.592844487
C:\Windows\System32\edpcsp.dll,188416,8,4,2.35307627
C:\Windows\System32\edptask.dll,135168,8,4,2.22285376
C:\Windows\System32\edputil.dll,167936,8,58,2.224894846
C:\Windows\System32\eeprov.dll,372736,8,2,2.81847003
C:\Windows\System32\eeutil.dll,151552,7,1,2.631014197
C:\Windows\System32\efsadu.dll,151552,8,14,2.695856114
C:\Windows\System32\efscore.dll,1250760,8,73,3.681665601
C:\Windows\System32\efsext.dll,122880,8,12,2.563690614
C:\Windows\System32\efslsaext.dll,143360,8,1,2.345741135
C:\Windows\System32\efssvc.dll,118784,8,1,2.248992377
C:\Windows\System32\efsutil.dll,176128,8,27,2.103449794
C:\Windows\System32\efswrt.dll,778240,8,34,3.406012652
C:\Windows\System32\EhStorAPI.dll,151552,7,4,2.872605669
C:\Windows\System32\EhStorPwdMgr.dll,139264,7,3,2.512322915
C:\Windows\System32\EhStorShell.dll,229376,7,4,3.025517812
C:\Windows\System32\els.dll,241664,7,4,3.415565625
C:\Windows\System32\ELSCore.dll,98304,7,5,2.81040619
C:\Windows\System32\elshyph.dll,159744,7,5,3.328402899
C:\Windows\System32\elslad.dll,724992,8,5,2.34945486
C:\Windows\System32\elsTrans.dll,53248,7,6,1.825457919
C:\Windows\System32\EmailApis.dll,1110016,8,3,2.91515903
C:\Windows\System32\embeddedmodesvc.dll,180224,8,3,2.458901928
C:\Windows\System32\embeddedmodesvcapi.dll,77824,8,5,1.903127489
C:\Windows\System32\EmojiDS.dll,102400,8,3,2.238613146
C:\Windows\System32\encapi.dll,61440,7,4,1.787506774
C:\Windows\System32\energy.dll,892928,8,18,3.37497675
C:\Windows\System32\energyprov.dll,421888,8,2,2.820950281
C:\Windows\System32\energytask.dll,53248,8,4,1.478875625
C:\Windows\System32\enrollmentapi.dll,77824,7,1,2.204619609
C:\Windows\System32\EnterpriseAPNCsp.dll,135168,8,2,2.321922113
C:\Windows\System32\EnterpriseAppMgmtClient.dll,45056,7,2,1.573613555
C:\Windows\System32\EnterpriseAppMgmtSvc.dll,643072,8,4,2.908377439
C:\Windows\System32\enterprisecsps.dll,2445312,8,4,3.838680962
C:\Windows\System32\EnterpriseDesktopAppMgmtCSP.dll,131072,7,2,2.582784371
C:\Windows\System32\enterpriseetw.dll,28672,2,0,1.784871041
C:\Windows\System32\EnterpriseModernAppMgmtCSP.dll,311296,8,2,2.74671426
C:\Windows\System32\enterpriseresourcemanager.dll,135168,8,10,2.270864702
C:\Windows\System32\eqossnap.dll,110592,8,4,2.286968614
C:\Windows\System32\ErrorDetails.dll,200704,7,3,2.990042101
